filename,start_sec,duration_sec,role,character,text,gap_after_sec
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-001-NA.mp3,0.500,6.312,NA,NA,「今日の瞑想スコア85点！」という通知に、違和感を感じませんか？,0.778
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-002-NA.mp3,7.590,6.432,NA,NA,この数値化は、進歩の証なのか、それとも本質からの逸脱なのか？,0.770
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-003-NA.mp3,14.792,8.736,NA,NA,空を説いた般若心経と、マインドフルネス産業の批判者が問う、『測れない価値』と向き合う8分間。,0.534
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-004-NA.mp3,24.062,10.464,NA,NA,昼休みのオフィスビル、12階の瞑想ルーム。薄暗い照明、アロマの香り、そしてスマホから流れる電子音。,0.546
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-005-NA.mp3,35.072,3.888,NA,NA,「今日のマインドフルネス、残り3分です」,0.430
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-006-NA.mp3,39.390,11.400,NA,NA,瞑想の質を測定し、生産性向上を約束するアプリ。でも、心を空にしようとすればするほど、雑念が湧いてくる。,0.554
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-007-NA.mp3,51.344,7.128,NA,NA,ようこそ、オリオンの会議室へ。今夜のテーマは「瞑想アプリの違和感」。,0.486
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-008-NA.mp3,58.958,3.240,NA,NA,今夜結ぶのは、こんな星座。,0.402
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-009-NA.mp3,62.600,16.584,NA,NA,「色即是空」を説いた般若心経、宗教体験を研究したウィリアム・ジェイムズ、禅を西洋に伝えた鈴木大拙、脳の可塑性を発見した神経科学者たち、そしてマインドフルネス産業の批判者たち——,0.702
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-010-NA.mp3,79.886,11.760,NA,NA,効率と無為、測定と体験、商品と悟り。相反する星々が、現代の瞑想室でひとつの物語を紡ぎ始めます。,0.538
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-011-NA.mp3,92.184,3.528,NA,NA,月曜日の朝、全社ミーティング。,0.410
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-012-DL.mp3,96.122,6.072,DL,人事部長,「ウェルビーイング向上施策として、全社員にマインドフルネスアプリを配布します」,0.756
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-013-NA.mp3,102.950,11.568,NA,NA,年間利用料12万円。瞑想時間、心拍変動、ストレスレベルを測定し、AIコーチが最適な瞑想法を提案。,0.542
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-014-DL.mp3,115.060,2.640,DL,同僚,「瞑想までノルマになるの...？」,0.968
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-015-NA.mp3,118.668,10.512,NA,NA,スマホ画面には今週の瞑想時間ランキング。部署対抗の瞑想チャレンジ。「マインドフル・マンデー」の義務化。,0.554
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-016-NA.mp3,129.734,6.456,NA,NA,瞑想は心を休めるはずなのに、なぜか新しいタスクが増えただけのような——,0.490
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-017-NA.mp3,136.680,11.400,NA,NA,紀元前5世紀、インド。菩提樹の下で悟りを開いた釈迦。その教えは、後に般若心経として結晶化されました。,0.550
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-018-DL.mp3,148.630,3.144,DL,般若心経,「色即是空、空即是色」,0.644
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-019-NA.mp3,152.418,12.648,NA,NA,形あるものは実体がなく、実体のないものが形となって現れる。これは単なる哲学的思考ではなく、瞑想を通じて体得される真理でした。,0.598
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-020-NA.mp3,165.664,5.736,NA,NA,しかし、ここで重要なのは「空」が目的ではないということ。,0.462
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-021-NA.mp3,171.862,13.608,NA,NA,仏教学者の中村元は指摘します。「空」とは、執着から解放された状態。それは「獲得」するものではなく、「手放す」ことで現れるもの。,0.602
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-022-NA.mp3,186.072,7.728,NA,NA,アプリが「瞑想レベル：上級」と表示する時、それはすでに執着を生んでいないでしょうか。,0.518
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-023-NA.mp3,194.318,15.144,NA,NA,興味深いことに、釈迦自身は瞑想の「成果」を数値化することを拒否しました。弟子たちが「どれくらい瞑想すれば悟れますか」と問うと、釈迦は黙して答えなかったと伝えられています。,0.690
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-024-NA.mp3,210.152,10.248,NA,NA,なぜなら、瞑想は手段であって目的ではないから。そして、その「成果」は人それぞれ、測定不可能なものだから。,0.558
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-025-NA.mp3,220.958,10.248,NA,NA,20世紀初頭、鈴木大拙が禅を西洋に紹介しました。しかし、その過程で微妙な変化が起きていました。,0.538
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-026-DL.mp3,231.744,7.440,DL,鈴木大拙,「西洋は禅を『技術』として理解しようとする。しかし禅は技術ではない、生き方だ」,0.756
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-027-NA.mp3,239.940,15.312,NA,NA,アメリカの心理学者ウィリアム・ジェイムズは『宗教的経験の諸相』で、瞑想体験を科学的に分析しようとしました。それ自体は画期的でしたが、同時に危険も孕んでいました。,0.670
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-028-NA.mp3,255.922,8.688,NA,NA,測定可能にすることで理解は深まる。しかし、測定できない本質的な何かが失われる。,0.506
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-029-NA.mp3,265.116,15.264,NA,NA,1979年、ジョン・カバット・ジンが「マインドフルネス・ストレス低減法」を開発。仏教から宗教性を取り除き、医療技術として再構築しました。,0.622
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-030-NA.mp3,281.002,7.920,NA,NA,これは多くの人を救いました。しかし同時に、瞑想を「ツール」に変えてしまったのです。,0.514
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-031-NA.mp3,289.436,6.864,NA,NA,21世紀、神経科学は瞑想の効果を次々と「証明」しています。,0.466
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-032-NA.mp3,296.766,10.368,NA,NA,研究によると、8週間の瞑想プログラムで海馬の灰白質密度の増加や、扁桃体の活動低下などが報告されています。,0.558
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-033-NA.mp3,307.692,4.752,NA,NA,瞑想の価値に、科学的な裏付けが生まれたのです。,0.442
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-034-NA.mp3,312.886,15.744,NA,NA,しかし、ここに落とし穴があります。効果が測定されると、それが目的化してしまう。また、「効果を期待しすぎること」が、かえって心の静けさを妨げるという指摘もあります。,0.674
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-035-NA.mp3,329.304,16.584,NA,NA,さらに問題なのは、瞑想の「規格化」です。アプリは画一的な方法を押し付けます。呼吸を数える、体をスキャンする、音に集中する——でも、人それぞれに合う瞑想法は違うはずです。,0.686
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-036-NA.mp3,346.574,7.296,NA,NA,マインドフルネス市場は急速に成長し、数兆円規模に達すると予測されています。,0.498
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-037-NA.mp3,354.368,13.656,NA,NA,Google、Apple、Goldman Sachs——名だたる企業が瞑想プログラムを導入。その目的は「従業員のウェルビーイング」、でも本音は「生産性向上」。,0.666
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-038-NA.mp3,368.690,9.312,NA,NA,ある批評家は指摘します。「マインドフルネスは、資本主義のストレスを個人の問題に還元する装置だ」,0.538
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-039-NA.mp3,378.540,10.824,NA,NA,構造的な過重労働は変えずに、「瞑想でストレス管理しましょう」という。これは解決なのか、それとも問題の隠蔽なのか。,0.574
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-040-DL.mp3,389.938,8.592,DL,批評家,「仏教は欲望からの解放を説いた。マインドフルネス産業は、その教えを欲望充足の道具に変えた」,0.780
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-041-NA.mp3,399.310,13.104,NA,NA,瞑想アプリのサブスクリプション、高額なリトリート、認定資格ビジネス。「心の平安」が商品になった瞬間、それはもう平安ではないのかもしれません。,0.630
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-042-NA.mp3,413.044,3.216,NA,NA,では、どうすればいいのでしょうか。,0.418
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-043-NA.mp3,416.678,10.008,NA,NA,般若心経の「空」は、アプリを捨てることを求めているのではありません。アプリへの執着を捨てることを示唆しています。,0.574
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-044-NA.mp3,427.260,13.704,NA,NA,鈴木大拙が言うように、瞑想は「する」ものではなく「なる」もの。歩いている時、食事をしている時、仕事をしている時——日常のすべてが瞑想になりうる。,0.638
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-045-NA.mp3,441.602,11.664,NA,NA,神経科学が示すのは、形式より継続が大切ということ。5分でも1分でも、アプリがあってもなくても、自分なりの方法で。,0.574
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-046-NA.mp3,453.840,13.320,NA,NA,そして何より、「成果」を手放すこと。瞑想スコアが低くても、雑念だらけでも、それでいい。むしろ、そんな自分を観察することこそが瞑想。,0.610
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-047-NA.mp3,467.770,10.584,NA,NA,瞑想室じゃなくても、デスクでも、電車でも、トイレでも。高価なアプリじゃなくても、ただ呼吸に意識を向けるだけでも。,0.574
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-048-NA.mp3,478.928,5.616,NA,NA,次の昼休み。瞑想ルームには行かず、屋上へ。,0.434
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-049-NA.mp3,484.978,8.328,NA,NA,都会の喧騒を眺めながら、ただ座る。アプリは起動しない。測定もしない。,0.486
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-050-DL.mp3,493.792,3.600,DL,内なる声,「何も起きない。それでいい」,0.656
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-051-NA.mp3,498.048,9.672,NA,NA,3分で終わってもいい。30分続いてもいい。雑念があってもいい。眠くなってもいい。,0.510
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-052-NA.mp3,508.230,2.496,NA,NA,同僚が聞いてきます。,0.390
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-053-DL.mp3,511.116,2.112,DL,同僚,「瞑想しないの？」,0.936
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-054-DL.mp3,514.164,3.624,DL,あなた,「してますよ。今、ここで」,0.652
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-055-NA.mp3,518.440,4.128,NA,NA,夜空を見上げると、オリオン座が輝いています。,0.438
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-056-NA.mp3,523.006,9.672,NA,NA,星は何も求めていません。ただ、そこにあるだけ。それなのに、いや、それだからこそ美しい。,0.522
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-057-NA.mp3,533.200,14.544,NA,NA,般若心経の「空」、鈴木大拙の「禅」、ジェイムズの「宗教体験」、現代の神経科学——異なる時代、異なる文化が、それぞれの方法で同じ真理を指し示しています。,0.650
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-058-NA.mp3,548.394,7.008,NA,NA,瞑想は商品ではなく、プロセス。目的地ではなく、旅そのもの。,0.466
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-059-NA.mp3,555.868,13.944,NA,NA,アプリが「今日の瞑想、お疲れ様でした」と通知してきても、本当の瞑想は終わっていません。なぜなら、生きていること自体が、ひとつの長い瞑想なのですから。,0.646
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-060-NA.mp3,570.458,5.424,NA,NA,知識の星座は、見る人によって違う物語を紡ぎます。,0.446
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-061-NA.mp3,576.328,4.080,NA,NA,あなたは今夜、どんな星座を見つけましたか？,0.734
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp12/サウンド類/Narration/OrionEp12-062-NA.mp3,581.142,11.448,NA,NA,明日、スマホの通知音が鳴る時、一度立ち止まって、その音に耳を傾けてみてください。それも、ひとつの瞑想かもしれません。,0.582
